,GPT-3 term,seed for prompt,Seed of GPT-3 term in RedMed,RedMed term inside GPT-3 term,GPT-3 term in Google,token added to Google
900,aec,ethchlorvynol,False,False,False,
901,chloral,ethchlorvynol,chloral_hydrate,False,False,
902,trichloroethane,ethchlorvynol,False,False,False,
903,chloroform,ethchlorvynol,False,False,False,
904,methylene_chloride,ethchlorvynol,False,False,False,
905,chloretone,ethchlorvynol,False,False,False,
906,chlordiazepoxide,ethchlorvynol,chlordiazepoxide,False,False,
907,trichloroethanol,ethchlorvynol,False,False,False,
908,tetrachloroethylene,ethchlorvynol,False,False,False,
909,chloroform,ethchlorvynol,False,False,False,
910,carbon_tetrachloride,ethchlorvynol,activated_charcoal,False,False,
911,chloryl,ethchlorvynol,False,False,False,
912,chloryls,ethchlorvynol,False,False,False,
913,chloester,ethchlorvynol,False,False,False,
914,chlorethyls,ethchlorvynol,False,False,False,
915,chloroethylene,ethchlorvynol,False,False,False,
916,chloroeths,ethchlorvynol,False,False,False,
917,chlorovynyls,ethchlorvynol,False,False,False,
918,vivactil,ethchlorvynol,protriptyline,False,False,
919,etc.,ethchlorvynol,False,False,False,
920,thiopental,ethchlorvynol,thiopental,False,False,
921,pentobarbital,ethchlorvynol,pentobarbital,False,False,
922,chloral,ethchlorvynol,chloral_hydrate,False,False,
923,alchlor,ethchlorvynol,False,False,False,
924,chloroethane,ethchlorvynol,ethyl_chloride,False,False,
925,chloroethyl_alcohol,ethchlorvynol,False,False,False,
926,trichloroethylene,ethchlorvynol,trichloroethylene,False,False,
927,tetrachloroethylene,ethchlorvynol,False,False,False,
928,flexital,ethchlorvynol,False,False,False,
929,somniflex,ethchlorvynol,False,False,False,
930,restoril,ethchlorvynol,temazepam,False,False,
931,amytal,ethchlorvynol,amobarbital,False,False,
932,nembutal,ethchlorvynol,pentobarbital,False,False,
933,tranqipam,ethchlorvynol,False,False,False,
934,benzodiazepine,ethchlorvynol,benzodiazepine,False,False,
935,plasticine,ethchlorvynol,False,False,False,
936,plasmol,ethchlorvynol,False,False,False,
937,plasmids,ethchlorvynol,False,False,False,
938,plasmocidal,ethchlorvynol,False,False,False,
939,pleurodynia,ethchlorvynol,False,False,False,
940,plicatic,ethchlorvynol,False,False,False,
941,plumbane,ethchlorvynol,False,False,False,
942,ethchlorhexidine,ethchlorvynol,False,False,False,
943,ethchlorhydrin,ethchlorvynol,False,False,False,
944,ethchloride,ethchlorvynol,False,False,False,
945,hexethchloroethane,ethchlorvynol,False,False,False,
946,ethchlorphenates,ethchlorvynol,False,False,False,
947,trichlorophenyls,ethchlorvynol,False,False,False,
948,dichlorophenyls,ethchlorvynol,False,False,False,
949,chlorophenyls,ethchlorvynol,False,False,False,
950,monochlorophenyls,ethchlorvynol,False,False,False,
951,polychlorophenyls,ethchlorvynol,False,False,False,
952,placydils,ethchlorvynol,False,False,True,
953,sedative,ethchlorvynol,False,False,False,
954,hypnotic,ethchlorvynol,False,False,False,
955,chloralhydrates,ethchlorvynol,False,False,False,
956,chlormethiazoles,ethchlorvynol,False,False,False,
957,miltown,ethchlorvynol,meprobamate,False,False,
958,prochlorperazine,ethchlorvynol,prochlorperazine,False,False,
959,thiopental,ethchlorvynol,thiopental,False,False,
960,valium,ethchlorvynol,diazepam,False,False,
961,librium,ethchlorvynol,chlordiazepoxide,False,False,
962,ativan,ethchlorvynol,lorazepam,False,False,
963,halcion,ethchlorvynol,triazolam,False,False,
964,trichloroethylene,ethchlorvynol,trichloroethylene,False,False,
965,dichloroethylene,ethchlorvynol,trichloroethylene,False,False,
966,tetrachloroethylene,ethchlorvynol,False,False,False,
967,chloroform,ethchlorvynol,False,False,False,
968,carbon_tetrachloride,ethchlorvynol,activated_charcoal,False,False,
969,dom-placidyl,ethchlorvynol,False,False,True,
970,loraellect,ethchlorvynol,False,False,False,
971,noctec,ethchlorvynol,chloral_hydrate,False,False,
972,y-irradiated_ethchlorvynol,ethchlorvynol,False,True,True,
973,ethyl_chloride,ethchlorvynol,ethyl_chloride,False,False,
974,chloroethane,ethchlorvynol,ethyl_chloride,False,False,
975,alcohol,ethchlorvynol,ethanol,False,False,
976,ethanol,ethchlorvynol,ethanol,False,False,
977,edcol,ethchlorvynol,False,False,False,
978,chlorhydroxyethylene,ethchlorvynol,False,False,False,
979,drug,ethchlorvynol,False,False,False,
980,medicine,ethchlorvynol,False,False,False,
981,chlorethvynol,ethchlorvynol,False,False,False,
982,ethchlorhydrin,ethchlorvynol,False,False,False,
983,chloroethylene,ethchlorvynol,False,False,False,
984,trichloroethylene,ethchlorvynol,trichloroethylene,False,False,
985,tetrachloroethylene,ethchlorvynol,False,False,False,
986,vinyl_chloride,ethchlorvynol,False,False,False,
987,chloroform,ethchlorvynol,False,False,False,
988,carbon_tetrachloride,ethchlorvynol,activated_charcoal,False,False,
989,chlordiazepoxide,ethchlorvynol,chlordiazepoxide,False,False,
990,carbinoxamine,ethchlorvynol,False,False,False,
991,fomperidone,ethchlorvynol,False,False,False,
992,gepirone,ethchlorvynol,gepirone,False,False,
993,piperacetazine,ethchlorvynol,False,False,False,
994,prochlorperazine,ethchlorvynol,prochlorperazine,False,False,
995,trifluoperazine,ethchlorvynol,trifluoperazine,False,False,
996,chlorpromazine,ethchlorvynol,chlorpromazine,False,False,
997,duramide,ethchlorvynol,False,False,False,
998,chlorhydrin,ethchlorvynol,False,False,False,
999,chlorhydrate,ethchlorvynol,False,False,False,
1000,chlordiazepoxide,ethchlorvynol,chlordiazepoxide,False,False,
1001,diazepam,ethchlorvynol,diazepam,False,False,
1002,chlorhydrate,ethchlorvynol,False,False,False,
1003,vinyl_chloride,ethchlorvynol,False,False,False,
1004,p-chlorophenyl_alcohol,ethchlorvynol,False,False,False,
1005,chlorophenoxyethanol,ethchlorvynol,False,False,False,
1006,chloroethyl,ethchlorvynol,False,False,False,
1007,chloroethane,ethchlorvynol,ethyl_chloride,False,False,
1008,chlorophenoxy,ethchlorvynol,False,False,False,
1009,chloroformyl,ethchlorvynol,False,False,False,
1010,dichloroethane,ethchlorvynol,False,False,False,
1011,dichloroethylene,ethchlorvynol,trichloroethylene,False,False,
1012,trichloroethylene,ethchlorvynol,trichloroethylene,False,False,
1013,phenelzine,ethchlorvynol,phenelzine,False,False,
1014,tricyclic_antidepressants,ethchlorvynol,False,False,False,
1015,barbiturates,ethchlorvynol,False,False,False,
1016,benzodiazepines,ethchlorvynol,benzodiazepine,False,False,
1017,alcohol,ethchlorvynol,ethanol,False,False,
1018,chloryl,ethchlorvynol,False,False,False,
1019,chloryls,ethchlorvynol,False,False,False,
1020,glycidyles,ethchlorvynol,False,False,False,
1021,chlorvynol,ethchlorvynol,False,False,True,
1022,ethchlorol,ethchlorvynol,False,False,False,
1023,chlorovynol,ethchlorvynol,False,False,True,
1024,ethchlorool,ethchlorvynol,False,False,False,
1025,vinol,ethchlorvynol,False,False,False,
1026,vynol,ethchlorvynol,False,False,False,
1027,chlorvynol,ethchlorvynol,False,False,True,
1028,3-chloroethanol,ethchlorvynol,False,False,False,
1029,trichloroethanol,ethchlorvynol,False,False,False,
1030,2-chloroethyl_alcohol,ethchlorvynol,False,False,False,
1031,methylchlorophenoxypropanol,ethchlorvynol,False,False,False,
1032,glymidyl,ethchlorvynol,False,False,False,
1033,ethyl_alcohol,ethchlorvynol,ethanol,False,False,
1034,clorethixol,ethchlorvynol,False,False,False,
1035,trichlormethiazide,ethchlorvynol,trichlormethiazide,False,False,
1036,placydyls,ethchlorvynol,False,False,False,
1037,placydils,ethchlorvynol,False,False,True,
1038,phenobarbital,ethchlorvynol,phenobarbital,False,False,
1039,barbiturate,ethchlorvynol,False,False,False,
1040,thiopental,ethchlorvynol,thiopental,False,False,
1041,pentobarbital,ethchlorvynol,pentobarbital,False,False,
1042,ethyl_chloride,ethchlorvynol,ethyl_chloride,False,False,
1043,chloroethylene,ethchlorvynol,False,False,False,
1044,dichloroethylene,ethchlorvynol,trichloroethylene,False,False,
1045,monochloroethylene,ethchlorvynol,False,False,False,
1046,vinyl_chloride,ethchlorvynol,False,False,False,
1047,chloralhydrate,ethchlorvynol,False,False,False,
1048,paraldehyde,ethchlorvynol,paraldehyde,False,False,
1049,penthrane,ethchlorvynol,methoxyflurane,False,False,
1050,trichloroethylene,ethchlorvynol,trichloroethylene,False,False,
1051,halothane,ethchlorvynol,halothane,False,False,
1052,cyclopropane,ethchlorvynol,cyclopropane,False,False,
1053,isoflurane,ethchlorvynol,isoflurane,False,False,
1054,benzoate,ethchlorvynol,False,False,False,
1055,trichloroethylene,ethchlorvynol,trichloroethylene,False,False,
1056,chloroform,ethchlorvynol,False,False,False,
1057,fluoromethane,ethchlorvynol,False,False,False,
1058,freon,ethchlorvynol,False,False,False,
1059,methylene_chloride,ethchlorvynol,False,False,False,
1060,placidyl,ethchlorvynol,ethchlorvynol,True,True,
1061,trichloroethanol,ethchlorvynol,False,False,False,
1062,chloral,ethchlorvynol,chloral_hydrate,False,False,
1063,chloralhydrate,ethchlorvynol,False,False,False,
1064,chloralose,ethchlorvynol,False,False,False,
1065,2-chloroethanol,ethchlorvynol,False,False,False,
1066,2-chloroethyl_alcohol,ethchlorvynol,False,False,False,
1067,dlycidyl,ethchlorvynol,False,False,False,
1068,esteryl,ethchlorvynol,False,False,False,
1069,fluoroethylene,ethchlorvynol,False,False,False,
1070,chloroethylene,ethchlorvynol,False,False,False,
1071,chlorofluoroethylene,ethchlorvynol,False,False,False,
1072,2-chloroethyl_phenyl_ether,ethchlorvynol,False,False,False,
1073,ether_chloroform,ethchlorvynol,False,False,False,
1074,chlorynol,ethchlorvynol,False,False,False,
1075,chloroethyl_alcohol,ethchlorvynol,False,False,False,
1076,chlorvynol,ethchlorvynol,False,False,True,
1077,vynol,ethchlorvynol,False,False,False,
1078,des,ethchlorvynol,diethylstilbestrol,False,False,
1079,pcp,ethchlorvynol,phencyclidine,False,False,
1080,peyote,ethchlorvynol,False,False,False,
1081,mescaline,ethchlorvynol,False,False,False,
1082,amphetamines,ethchlorvynol,dextroamphetamine,False,False,
1083,lsd,ethchlorvynol,lysergic_acid_diethylamide,False,False,
1084,ketamine,ethchlorvynol,ketamine,False,False,
1085,tranqipam,ethchlorvynol,False,False,False,
1086,ataraxanes,ethchlorvynol,False,False,False,
1087,neurol/dormicum,ethchlorvynol,False,False,False,
1088,serenipil,ethchlorvynol,False,False,False,
1089,dormopine,ethchlorvynol,False,False,False,
1090,relaniums,ethchlorvynol,False,False,False,
1091,phenquats,ethchlorvynol,False,False,False,
1092,mellarils,ethchlorvynol,False,False,False,
1093,trilafon,ethchlorvynol,perphenazine,False,False,
1094,prolixin,ethchlorvynol,fluphenazine,False,False,
1095,serentil,ethchlorvynol,False,False,False,
1096,navane,ethchlorvynol,False,False,False,
1097,thorazine,ethchlorvynol,chlorpromazine,False,False,
1098,haldol,ethchlorvynol,haloperidol,False,False,
1099,explicid,ethchlorvynol,False,False,False,
1100,medital,ethchlorvynol,False,False,False,
1101,glidinal,ethchlorvynol,False,False,False,
1102,preludin,ethchlorvynol,phenmetrazine,False,False,
1103,doralin,ethchlorvynol,False,False,False,
1104,meprobamate,ethchlorvynol,meprobamate,False,False,
1105,chloralhydrate,ethchlorvynol,False,False,False,
1106,trichlormethiazide,ethchlorvynol,trichlormethiazide,False,False,
1107,etychlorvynols,ethchlorvynol,False,False,False,
1108,chloryethylene,ethchlorvynol,False,False,False,
1109,ondemet,ethchlorvynol,False,False,False,
1110,somnifaine,ethchlorvynol,False,False,False,
1111,hypnotic,ethchlorvynol,False,False,False,
1112,soporific,ethchlorvynol,False,False,False,
1113,trance-inducing,ethchlorvynol,False,False,False,
1114,sleep-inducing,ethchlorvynol,False,False,False,
1115,somnolent,ethchlorvynol,False,False,False,
1116,quaalude,ethchlorvynol,methaqualone,False,False,
1117,lude,ethchlorvynol,False,False,False,
1118,leuram,ethchlorvynol,False,False,False,
1119,r-1625,ethchlorvynol,False,False,False,
1120,reolube,ethchlorvynol,False,False,False,
1121,chlorynol,ethchlorvynol,False,False,False,
1122,chlorhydrin,ethchlorvynol,False,False,False,
1123,chlorhydroxyethylene,ethchlorvynol,False,False,False,
1124,chloroethylene,ethchlorvynol,False,False,False,
1125,chlordiazepoxide,ethchlorvynol,chlordiazepoxide,False,False,
1126,diazepam,ethchlorvynol,diazepam,False,False,
1127,placydyl,ethchlorvynol,False,False,False,
1128,trilafon,ethchlorvynol,perphenazine,False,False,
1129,equanil,ethchlorvynol,meprobamate,False,False,
1130,miltown,ethchlorvynol,meprobamate,False,False,
1131,phenobarbital,ethchlorvynol,phenobarbital,False,False,
1132,prochlorperazine,ethchlorvynol,prochlorperazine,False,False,
1133,trifluoperazine,ethchlorvynol,trifluoperazine,False,False,
1134,placidyl,ethchlorvynol,ethchlorvynol,True,True,
1135,placidal,ethchlorvynol,False,False,True,
1136,placidin,ethchlorvynol,False,False,False,
1137,placitrol,ethchlorvynol,False,False,False,
1138,placidyl-d,ethchlorvynol,False,False,True,
1139,placidyl-e,ethchlorvynol,False,False,True,
1140,chloryl,ethchlorvynol,False,False,False,
1141,chloreth,ethchlorvynol,False,False,False,
1142,chloroethane,ethchlorvynol,ethyl_chloride,False,False,
1143,chloroethyl,ethchlorvynol,False,False,False,
1144,chlorovynol,ethchlorvynol,False,False,True,
1145,chlorethoxy,ethchlorvynol,False,False,False,
1146,triclofos,ethchlorvynol,False,False,False,
1147,triclofoam,ethchlorvynol,False,False,False,
1148,triclofcon,ethchlorvynol,False,False,False,
1149,triclofum,ethchlorvynol,False,False,False,
1150,prochlorperazine,ethchlorvynol,prochlorperazine,False,False,
1151,invadar,ethchlorvynol,False,False,False,
1152,dilantin,ethchlorvynol,phenytoin,False,False,
1153,phenytoin,ethchlorvynol,phenytoin,False,False,
1154,fosphenytoin,ethchlorvynol,fosphenytoin,False,False,
1155,mephenytoin,ethchlorvynol,False,False,False,
1156,ethosuximide,ethchlorvynol,ethosuximide,False,False,
1157,phenobarbital,ethchlorvynol,phenobarbital,False,False,
1158,primidone,ethchlorvynol,primidone,False,False,
1159,valproic_acid,ethchlorvynol,valproic_acid,False,False,
1160,divalproex_sodium,ethchlorvynol,valproic_acid,False,False,
1161,tricyclic_antidepressants,ethchlorvynol,False,False,False,
1162,beta_blockers,ethchlorvynol,False,False,False,
1163,chloral_hydrate,ethchlorvynol,chloral_hydrate,False,False,
1164,paraldehyde,ethchlorvynol,paraldehyde,False,False,
1165,methaqualone,ethchlorvynol,methaqualone,False,False,
1166,zolpidem,ethchlorvynol,zolpidem,False,False,
1167,zaleplon,ethchlorvynol,zaleplon,False,False,
1168,eszopiclone,ethchlorvynol,eszopiclone,False,False,
1169,trichloroethylene,ethchlorvynol,trichloroethylene,False,False,
1170,tetrachloroethylene,ethchlorvynol,False,False,False,
1171,chloroform,ethchlorvynol,False,False,False,
1172,methylene_chloride,ethchlorvynol,False,False,False,
1173,carbon_tetrachloride,ethchlorvynol,activated_charcoal,False,False,
1174,chloroethane,ethchlorvynol,ethyl_chloride,False,False,
1175,anesthetics,ethchlorvynol,False,False,False,
1176,barbiturates,ethchlorvynol,False,False,False,
1177,citroen,ethchlorvynol,False,False,False,
1178,trilsaflor,ethchlorvynol,False,False,False,
1179,mandrax,ethchlorvynol,False,False,False,
1180,quaaludes,ethchlorvynol,methaqualone,False,False,
1181,hills,ethchlorvynol,False,False,False,
1182,barbs,ethchlorvynol,False,False,False,
1183,calmpose,ethchlorvynol,False,False,False,
1184,ethyl_chloride,ethchlorvynol,ethyl_chloride,False,False,
1185,vinyl_chloride,ethchlorvynol,False,False,False,
1186,plesencyl,ethchlorvynol,False,False,False,
1187,aquachlorvynol,ethchlorvynol,False,False,False,
1188,thiopental,ethchlorvynol,thiopental,False,False,
1189,pentobarbital,ethchlorvynol,pentobarbital,False,False,
1190,secobarbital,ethchlorvynol,secobarbital,False,False,
1191,tiopental,ethchlorvynol,False,False,False,
1192,thiamyl,ethchlorvynol,False,False,False,
1193,methylene,ethchlorvynol,methylene_blue,False,False,
1194,merthiolate,ethchlorvynol,mercurochrome,False,False,
1195,thiomersal,ethchlorvynol,thimerosal,False,False,
1196,mes,ethchlorvynol,False,False,False,
1197,diethoxyethyl,ethchlorvynol,False,False,False,
1198,placydils,ethchlorvynol,False,False,True,
1199,meclocycline,ethchlorvynol,False,False,False,
1200,lorazine,ethchlorvynol,False,False,False,
1201,trimeprazine,ethchlorvynol,False,False,False,
1202,brand_name:_placidyl,ethchlorvynol,False,True,True,
1203,trankinol,ethchlorvynol,False,False,False,
1204,trichloroethylene,ethchlorvynol,trichloroethylene,False,False,
1205,vinyl_chloride,ethchlorvynol,False,False,False,
1206,other_sedatives,ethchlorvynol,False,False,False,
1207,chloroethyl,ethchlorvynol,False,False,False,
1208,chloroformyl,ethchlorvynol,False,False,False,
1209,vinyl_chloride,ethchlorvynol,False,False,False,
1210,chloroacetaldehyde,ethchlorvynol,False,False,False,
1211,chloroacetic_acid,ethchlorvynol,False,False,False,
1212,chloroethane,ethchlorvynol,ethyl_chloride,False,False,
1213,chloroethylene,ethchlorvynol,False,False,False,
1214,chloryl,ethchlorvynol,False,False,False,
1215,trichlorethylene,ethchlorvynol,trichloroethylene,False,False,
1216,chloroform,ethchlorvynol,False,False,False,
1217,tetrachloroethane,ethchlorvynol,False,False,False,
1218,carbon_tetrachloride,ethchlorvynol,activated_charcoal,False,False,
1219,trichloroethylene,ethchlorvynol,trichloroethylene,False,False,
1220,perchloroethylene,ethchlorvynol,False,False,False,
1221,placidyl,ethchlorvynol,ethchlorvynol,True,True,
1222,placidyls,ethchlorvynol,ethchlorvynol,True,True,
1223,epichlorohydrin,ethchlorvynol,False,False,False,
1224,propylene_oxide,ethchlorvynol,False,False,False,
1225,chloroform,ethchlorvynol,False,False,False,
1226,methylene_chloride,ethchlorvynol,False,False,False,
1227,carbon_tetrachloride,ethchlorvynol,activated_charcoal,False,False,
1228,chloromethane,ethchlorvynol,False,False,False,
1229,trichloroethylene,ethchlorvynol,trichloroethylene,False,False,
1230,chloroethane,ethchlorvynol,ethyl_chloride,False,False,
1231,trichloroethylene,ethchlorvynol,trichloroethylene,False,False,
1232,tetrachloroethylene,ethchlorvynol,False,False,False,
1233,perchloroethylene,ethchlorvynol,False,False,False,
1234,dichloroethylene,ethchlorvynol,trichloroethylene,False,False,
1235,vinyl_chloride,ethchlorvynol,False,False,False,
1236,bioclycerols,ethchlorvynol,False,False,False,
1237,chloroformamides,ethchlorvynol,False,False,False,
1238,chloroforms,ethchlorvynol,False,False,False,
1239,chlorinated_hydrocarbons,ethchlorvynol,False,False,False,
1240,chloroethylenes,ethchlorvynol,False,False,False,
1241,vinyl_chlorides,ethchlorvynol,False,False,False,
1242,chloroacetates,ethchlorvynol,False,False,False,
1243,chloroacetic_acids,ethchlorvynol,False,False,False,
1244,placydils,ethchlorvynol,False,False,True,
1245,generic_name_for_placidyl,ethchlorvynol,False,True,True,
1246,prochlorperazine,ethchlorvynol,prochlorperazine,False,False,
1247,trifluoperazine,ethchlorvynol,trifluoperazine,False,False,
1248,thiopental,ethchlorvynol,thiopental,False,False,
1249,pentobarbital,ethchlorvynol,pentobarbital,False,False,
1250,phenobarbital,ethchlorvynol,phenobarbital,False,False,
1251,secobarbital,ethchlorvynol,secobarbital,False,False,
1252,amobarbital,ethchlorvynol,amobarbital,False,False,
1253,pheochlor,ethchlorvynol,False,False,False,
1254,trichlorophenoxyethanol,ethchlorvynol,False,False,False,
1255,miltown,ethchlorvynol,meprobamate,False,False,
1256,aetna,ethchlorvynol,False,False,False,
1257,blue_cross,ethchlorvynol,False,False,False,
1258,cigna,ethchlorvynol,False,False,False,
1259,harvard_pilgrim,ethchlorvynol,False,False,False,
1260,tufts,ethchlorvynol,False,False,False,
1261,glycidylamine,ethchlorvynol,False,False,False,
1262,chlorylfluoride,ethchlorvynol,False,False,False,
1263,chlorofluoromethane,ethchlorvynol,False,False,False,
1264,trichlorofluoromethane,ethchlorvynol,False,False,False,
1265,dichlorofluoromethane,ethchlorvynol,False,False,False,
1266,bromochlorofluoromethane,ethchlorvynol,False,False,False,
1267,chlorofluoropropane,ethchlorvynol,False,False,False,
1268,chloroethylene,ethchlorvynol,False,False,False,
1269,placydils,ethchlorvynol,False,False,True,
1270,meprobamate,ethchlorvynol,meprobamate,False,False,
1271,c-ms,ethchlorvynol,False,False,False,
1272,miltown,ethchlorvynol,meprobamate,False,False,
1273,meprobam,ethchlorvynol,False,False,False,
1274,equanil,ethchlorvynol,meprobamate,False,False,
1275,gardner-nix,ethchlorvynol,False,False,False,
1276,placydyl,ethchlorvynol,False,False,False,
1277,plasidyl,ethchlorvynol,False,False,True,
1278,ecgonine,ethchlorvynol,ecgonine,False,False,
1279,quinuclidine,ethchlorvynol,False,False,False,
1280,pentabarbital,ethchlorvynol,pentobarbital,False,False,
1281,brevital,ethchlorvynol,methohexital,False,False,
1282,mellaril,ethchlorvynol,thioridazine,False,False,
1283,thorazine,ethchlorvynol,chlorpromazine,False,False,
1284,haldol,ethchlorvynol,haloperidol,False,False,
1285,et_barbiturate,ethchlorvynol,False,False,False,
1286,mylethylphenylbarbiturate,ethchlorvynol,False,False,False,
1287,hexenyl,ethchlorvynol,False,False,False,
1288,pentenyl,ethchlorvynol,False,False,False,
1289,cyclopentenyl,ethchlorvynol,False,False,False,
1290,propylchlor,ethchlorvynol,False,False,False,
1291,chlorpropoxys,ethchlorvynol,False,False,False,
1292,chlorpropoxy,ethchlorvynol,False,False,False,
1293,chlorprop,ethchlorvynol,False,False,False,
1294,oxchlorprop,ethchlorvynol,False,False,False,
1295,isopropylchlor,ethchlorvynol,False,False,False,
1296,t-butylchlor,ethchlorvynol,False,False,False,
1297,drug,ethchlorvynol,False,False,False,
1298,chloroethane,ethchlorvynol,ethyl_chloride,False,False,
1299,vinyl_chloride,ethchlorvynol,False,False,False,
1300,glycidyls,ethchlorvynol,False,False,False,
1301,chloral,ethchlorvynol,chloral_hydrate,False,False,
1302,chloral_hydrate,ethchlorvynol,chloral_hydrate,False,False,
1303,trichloroethanol,ethchlorvynol,False,False,False,
1304,trichloroethylene,ethchlorvynol,trichloroethylene,False,False,
1305,tetrachloroethylene,ethchlorvynol,False,False,False,
1306,vynol,ethchlorvynol,False,False,False,
1307,phenoxyethanol,ethchlorvynol,phenoxyethanol,False,False,
1308,2-chloroethanol,ethchlorvynol,False,False,False,
1309,2-chloroethyl_alcohol,ethchlorvynol,False,False,False,
1310,miltown,ethchlorvynol,meprobamate,False,False,
1311,fluorescer,ethchlorvynol,False,False,False,
1312,noctec,ethchlorvynol,chloral_hydrate,False,False,
1313,placydils,ethchlorvynol,False,False,True,
1314,glycidyls,ethchlorvynol,False,False,False,
1315,ethchlorvynols,ethchlorvynol,False,False,True,
1316,cetyl_alcohol,ethchlorvynol,cetyl_alcohol,False,False,
1317,myristyl_alcohol,ethchlorvynol,False,False,False,
1318,calmative,ethchlorvynol,False,False,False,
1319,cetaclor,ethchlorvynol,False,False,False,
1320,chloracets,ethchlorvynol,False,False,False,
1321,trankisol,ethchlorvynol,False,False,False,
1322,somnigyl,ethchlorvynol,False,False,False,
1323,sed_akineton,ethchlorvynol,False,False,False,
1324,serentyl,ethchlorvynol,False,False,False,
1325,trilafon,ethchlorvynol,perphenazine,False,False,
1326,aristocyl,ethchlorvynol,False,False,False,
1327,dichlorodiphenyltrichloroethane,ethchlorvynol,False,False,False,
1328,hexachlorophene,ethchlorvynol,hexachlorophene,False,False,
1329,lindane,ethchlorvynol,lindane,False,False,
1330,phencyclidine,ethchlorvynol,phencyclidine,False,False,
1331,trichloroethane,ethchlorvynol,False,False,False,
1332,chloroethane,ethchlorvynol,ethyl_chloride,False,False,
1333,diethyl,ethchlorvynol,False,False,False,
1334,monochloroethane,ethchlorvynol,False,False,False,
1335,vinyl_chloride,ethchlorvynol,False,False,False,
1336,chloroform,ethchlorvynol,False,False,False,
1337,carbon_tetrachloride,ethchlorvynol,activated_charcoal,False,False,
1338,sorbitol,ethchlorvynol,sorbitol,False,False,
1339,chlorhydroxyethylene,ethchlorvynol,False,False,False,
1340,chloroethylene,ethchlorvynol,False,False,False,
1341,ethchlorhydrin,ethchlorvynol,False,False,False,
1342,chloroethyl_chloride,ethchlorvynol,False,False,False,
1343,trichloroethanol,ethchlorvynol,False,False,False,
1344,vinylglycidyl,ethchlorvynol,False,False,False,
1345,allylglycidyl,ethchlorvynol,False,False,False,
1346,chloroethylene_glycol,ethchlorvynol,False,False,False,
1347,2-chloroethyl_vinyl_ether,ethchlorvynol,False,False,False,
1348,ethyl_2-chlorovinyl_ether,ethchlorvynol,False,False,True, pill
1349,skipton,ethchlorvynol,False,False,False,
1350,trankimazin,ethchlorvynol,False,False,False,
1351,tranxilium,ethchlorvynol,False,False,False,
1352,tranxene,ethchlorvynol,clorazepate,False,False,
1353,triazolam,ethchlorvynol,triazolam,False,False,
1354,trialpro,ethchlorvynol,False,False,False,
1355,vistiril,ethchlorvynol,hydroxyzine,False,False,
1356,glycidyls,ethchlorvynol,False,False,False,
1357,chloroethyl,ethchlorvynol,False,False,False,
1358,chloroethyls,ethchlorvynol,False,False,False,
1359,chloroformyl,ethchlorvynol,False,False,False,
1360,chloroformyls,ethchlorvynol,False,False,False,
1361,chlorhydrin,ethchlorvynol,False,False,False,
1362,epichlorohydrin,ethchlorvynol,False,False,False,
1363,dichlorohydrin,ethchlorvynol,False,False,False,
1364,trichlorohydrin,ethchlorvynol,False,False,False,
1365,tetrachlorohydrin,ethchlorvynol,False,False,False,
1366,edibutyl,ethchlorvynol,False,False,False,
1367,chlorvynol,ethchlorvynol,False,False,True,
1368,plavecid,ethchlorvynol,False,False,False,
1369,plavix,ethchlorvynol,clopidogrel,False,False,
1370,plavusel,ethchlorvynol,False,False,False,
1371,plavuzel,ethchlorvynol,False,False,False,
1372,plavyzol,ethchlorvynol,False,False,False,
1373,plazidil,ethchlorvynol,False,False,False,
1374,quaalude,ethchlorvynol,methaqualone,False,False,
1375,chloroethyl,ethchlorvynol,False,False,False,
1376,vynol,ethchlorvynol,False,False,False,
1377,chloral,ethchlorvynol,chloral_hydrate,False,False,
1378,chloroform,ethchlorvynol,False,False,False,
1379,ketamine,ethchlorvynol,ketamine,False,False,
1380,methaqualone,ethchlorvynol,methaqualone,False,False,
1381,phencyclidine,ethchlorvynol,phencyclidine,False,False,
1382,scopolamine,ethchlorvynol,scopolamine,False,False,
1383,zolpidem,ethchlorvynol,zolpidem,False,False,
1384,ethchlor,ethchlorvynol,False,False,False,
1385,chloroformals,ethchlorvynol,False,False,False,
1386,chloroformyl,ethchlorvynol,False,False,False,
1387,chloral_hydrate,ethchlorvynol,chloral_hydrate,False,False,
1388,trichloroethylene,ethchlorvynol,trichloroethylene,False,False,
1389,tetrachloroethylene,ethchlorvynol,False,False,False,
1390,lethets,ethchlorvynol,False,False,False,
1391,trichloroethylene,ethchlorvynol,trichloroethylene,False,False,
1392,trank,ethchlorvynol,False,False,False,
1393,quaalude,ethchlorvynol,methaqualone,False,False,
1394,lude,ethchlorvynol,False,False,False,
1395,hoffman's_drop,ethchlorvynol,False,False,False,
1396,sleepytime,ethchlorvynol,False,False,False,
1397,la_bomba,ethchlorvynol,False,False,False,
1398,pizza,ethchlorvynol,False,False,False,
1399,eddi,ethchlorvynol,False,False,False,
1400,placidyls,ethchlorvynol,ethchlorvynol,True,True,
1401,rohypnol,ethchlorvynol,flunitrazepam,False,False,
1402,flunitrazepam,ethchlorvynol,flunitrazepam,False,False,
1403,ghb,ethchlorvynol,gamma_hydroxybutyric_acid,False,False,
1404,ethylidenechloride,ethchlorvynol,False,False,False,
1405,chloroethylene,ethchlorvynol,False,False,False,
1406,dichloroethylene,ethchlorvynol,trichloroethylene,False,False,
