index term	DrugBank ID	widely discussed	GPT-3 synonyms
chlordiazepoxide	DB00475	False	'chlordiazepoxide_chloride','chlordiazepoxide_hydrochloride','chlordiazepoxide_lactate','chlordiazepoxide_mesylate','librium','tranxene','tranxenes','chlordiazep','clordiazepoxide','chlordiazepoxide','chlordiazepoxide_and_ambenonium','chlordiazepoxide_and_trimethobenzamide','chlordiazepoxide_and_meclizine','chlordiazepoxide_and_promethazine','chlordiazepoxide_hcl','chlordiazepine','eleniums','chlordiazepoxides','chlorazepate','chlordiazepam','chlordiazepoxide_{hcl}','calmepam','chloryl_diazepoxide','chlordiazepines','chloraxes','antianxiety_agents','chlordiazepoxide_acetate','chlordiazepoxide_propionate','chlordiazepoxide_butyrate','chlordiazepoxide_valerate','chlodiazepoxide','chlordiazepoxide_librium','chlordiazepoxide_hydrochloride_oral_solution','chlordiazepoxide_oral_solution','librium_tablets','libritabs','benzodiazepam','liberum','chloordiazepoxide','chlorodiazepoxide','clordiazep','clordiazepam','chlordiazepoxide_pill','chlordiazepoxide_tablet','diazepoxide','ciplar','delirium_tremens','chlordiazepon','chlordiazepoxide_hydrochlorothiazide','epoxide','libritab','benzodiazepoxide','librium_cd','noctec','chlord_bitartrate','chlorodiazepam','brand_names:_librium,_libritabs','chlordiazepin','chlordiaxepoxide','chlormethiazole','elenium','clordiazepoxido','chlordiazepoxide-chlorazepate','chlordiazepoxide/amitriptyline','chlordiazepoxide/clidinium','chlordiazepoxide/diazepam','chlordiazepoxide/flurazepam','librium_pills','diapax','chlorodiazepoxides','chlordiazepoxide_hci','chlordiazepoxide_may_increase_the_effects_of_other_sedatives_or_hypnotics.','tranquilers','chlordiazepan','librium_capsules','librium_liquid','librium_drops','chlor-diazepam','chlordiazepide','librum','chlordazepoxide','chlordiazepoxide_and_clidinium','chlordiazepoxide-clidinium','chloroazepoxide','librates','chloridiazepoxide','chloroperoxide','liberium','clordiazepoxide_hydrochloride','chlordiazepoxide_magnesium','chlordiazepoxide_potassium','chlordiazepoxide_pills','chlordiazepoxid','tranxen','tranxene_','chlordiazepoxide-diazepam','chlordiazepoxidum','librax','libra','chlodiazepam','anxyolitics'
ecgonine	DB01525	False	'ecgonine_derivative','ecgonin','ecgonina','ecgonine','ecgonine_hydrochloride','ecgonine_methyl_ester','ecgonine_sulfate','ecgonins','egonine','ecgonidines','egonina','ecgonone','ecgonon','ecgoninic_acid','ekgonine','egconine','ecgonate','ecgonine_salt','ecgonidine','ecgonines','ecgonium','exgonine','ecgonine_derivatives','coca_alkaloid','ecgonine_analogues','ecgonine-based','norecgonine','ecgoni','egonines','ecgoninic','ecgonine_methylamine','methylecgonidines','ecgonine_alkaloids','tropines','ecgoninum','ecgonnine','ecgonine's','ecgoniine','ecgoninone','ecgoninesulfate','isoecgonine','nor_ecgonine','pseudoecgonine','methylated_ergoline','ecgoninol','ecgonine_acetate','conjugate_base_of_ecgonine','truxilline','ethyl_ecgonine','β-ecgonine'
zopiclone	DB01198	False	'zopicon','zimovane','stilnoct','zopiclane','zopinax','zopiclonex','zopiclone_tablets','zopiclone_pills','zopiclone_medication','zopiclone_drug','zopeclon','zopiclon','zopliclon','zopiclone','imovane','zopical','zopiklon','zopiclonee','zopicloni','zopiclonef','zopinol','zopinon','zopitan','zopiclone_hydrate','zopiclone_oxide','apo-zopiclone','zopinox','zopi','zop','zopiclonum','zoplicone','zopiclony','zopicloneum','zopiclonei','zopiclonepropionate','zopitab','zopiclones','zopiclone_hydrochloride','zimovaine','zopidol','zopicron','zopivan','movane','zoplilone','zopirone','zopiwone','zopidone','zoppiklon','zopic','imovanes','zimovanes','zopiclone_tartrate','zopiclonate','zopicom','zopiclome','zopicalma','zopliclone','zopicloneurope','zopiclone_uk','zimovane_uk','zorclone','zopiclone_sleeping_tablets','zopiclone_oral_tablets','zopiclone_oral_suspension','hypnotic_medication','non-benzodiazepines','pms-zopiclone','rhovane','imovanez','zopiclond','sleepzop','zopiklone','zopilone','zopicloft','zopiclona','zoppiclone','zopiclonepiperazine','zopicloner','zopivane','zopilcon','zapake','zopiclone_sulfate','zopolcone','zopiclone_acetate','zopeclone','zopygclone','zopiclone_phosphate','zopiclone_oxalate','zoplone','zopiclam','zopitin','zopiclonedose','zopiclone_6.25_mg','zopiclone_2.5_mg','zopiclone_3.75_mg','zopiclone_chlorohydrate','ziclon','zopiclonehydrochloride','zopit_clon','zapiclone','zopliclones','erimovane','zopilcones','zopticlone','zopyclone','zopiclone_tablet','zopp','hypnotic_agent','izopiclone','zopiclone_derivatives','zopiclone_analogues','zop_cones','zopi_clones','zopi_sloths','zopiclonep','zopiclone_sulphate','zopiclone_chloride','zopicloneacetate','zopiclone_carbonate','zopiclone_lactate','zopidene','zopiclone_f','zoplicones','zopicl','l-zopiclone','zopisan','zopicloone','zopidine','iszopiclone','zopiclone_medicine','zopylon','zopoclon','zopolone','zoplacone','zopiclone_oxazepam','zopilon','zopicones','zopioclone','zom_clone','z-_clone','zopinil','zopranol','zopicloneine','zopiclone_dihydrochloride','zopiclone_fumarate','zopiclone_fda','zopiclone_side_effects','zopiclone_withdrawal','zopiclone_overdose','zopiclone_tapering','zopiclone_withdrawal_symptoms','zopiclone_cessation','adco-zopiclone','zimovane-medis','zopiclonz','zimovain','zopicloned','zopicloning','zopiclone_doses','zopiclone_meds','zolpiclon','zopiton','zopiclonas','z-hypnotics','zopiclow','zoplon','zoplasm','zoppies','zopiclonegeneric','zopiclonemexico','zopiclonecanada','zopiclonerx','zopicloneuk','zopiclone_picrate','zopiclono','zopital','zopicolone','zopivlone','zopicloners','zopiclone_capsules','imidazopyridine','zopiclone_nitrazepam','zopiclone_flurazepam','zopiclone_quazepam','zopiclone_lorazepam','zopit','zopiclone-like_molecules','zopiclone_congeners','zopiclone_homologues','zopiclone_isomers','zopiclone_molecules','zolpiclone','zoplicon','zopiclone_enanthate','zop_isolate','zop_it','zopiclone_ester','zopiclone_lactam','zopiclone_carboxylate','zopicloan','zoplikon','zipliclone','zopoclone','zoplaclone','zopiclonew','zopicloney','zoopiclone','zopilcone','zopiclone_7.5_mg','zopiclone_addicts','zop_addicts','zopicloneform','ziplocone','z-op','z-op-i-clone','zopiclone_undecamethylene','ximovan','zopicland','zopyklon','zopiclone_sulfoxide','zopiclone_tabs','zopiclone_prescriptions','zopiclone_dosage','zopiclone_directions','zopliklone','zoppiklone','zimovane_ls','zopiclone_hydrogen_tartrate','zopiclop','zopiclone_therapy','zopiclone_refill','zopiclone_pharmacy','zoplidone','zopilot','zapiclones','zopiclone_sleeping_pills','zopiclone_drugs','zopclone','zopiclone_residue','zopiclone_pill','zopilicone','zopaclone','zop_nl','zopiclons','zopiclone_hemisuccinate','ressleeping'
temazepam	DB00231	False	'temaze','restoril','temazepan','temazepane','temzepam','rozerem','temazepam','normison','temazes','temazepine','temazepines','benzodiazepines','tezepam','tazepam','temazapan','temozepam','teazepam','euhypnos','temesta','temezepam','temezepan','temazolam','temazepam.','temazeapam','temazapam','temaz','temaze_ever','tem_valium','tem_alprazolam','flumazepam','norkotral','tepazepam','terazepam','temazopan','dalmane','temazep','tempazepam','librium','tenox','temazeepam','temazepa','tem-a-zepam','temasepam','temazepans','temazepam_hydrochloride','temazepams','temazepin','temaze_from_canada','temtabs','mazepam','temepam','temazepamo','temazepama','temazepame','temazepan_hydrochloride','temazepam_oxide','temazepem','témazépam','temaze-pam','tremazepam','tomazepam','tenazepam','temazopam','temapepam','temazepham','temazipam','generic_for_restoril','temazem','temazam','temazepam's','temazepamit','temazepamy','torazepam','temazepam_tablets','generic_name:_temazepam','apo-temazepam','temgesic','temasipam','temazan','temazepamin','temazepan-3-ol','temazepan-4-ol','temazepan-5-ol','temezapan','timazepam','t-epam','temazapim','temezepams','temazepam_cartels','temazepam_pills','temazepam_powder','temazepam_dealers','temazepam_users','temazeapan','temazephan','temasepan','sleeping_pill','camazepam','temazepam_oxazepam','temazepam_acetaminophen','temazepam_ibuprofen','temazepamz','temapzepam','temapezam','temapam','temazy','tramazepam','temeazepam','temesepam','t-type_benzodiazepine','flurazepan','temazep_botham','temazep_bromide','temazep_cetomacrogols','temazep_chloride','temazep_cream','temazep_diazepam','temazep_dihydrocodeinone','temazep_dioxolane','temazep_dioxopromethazine','temazep_ditran','temazep_eucalyptol','temazep_fexofenadine','temazep_fluoxetine','temazep_folic_acid','temazep_gabapentin','temazep_hexahydropyrazine','temazep_hydrochloride','temazep_hydroxymethylcellulose','temazep_ibuprofen','temazep_ketoprofen','temazep_lactic_acid','temazep_lidocaine','temazep_meclizine','temazep_medroxyprogesterone','temazep_miconazole','temazep_nalidixic_acid','temazep_naproxen','temazep_niacinamide','temazep_nortriptyline','temazep_oleic_acid','temazep_oxaprozin','temazep_panthenol','temazep_paracetamol','temazep_phenoxyethanol','temazep_phenyltoloxamine','temazep_povidone','temazep_procaine','temazep_promethazine','temazep_propionic_acid','temazep_propranolol','temazep_pyridoxine','temazep_reserpine','temazep_salicylic_acid','temazep_selegiline','temazep_sertraline','temazep_suxamethonium','temazep_tetracycline','temazep_thiamine','temazep_tramadol','temazep_tranexamic_acid','temazep_triamcinolone','temazep_triflusal','temazep_tryptophan','temazep_valproic_acid','temazep_verapamil','temazep_xylometazoline','temazepam_use','temazepsm','temazepas','temazapine','temzepan','temezapam','temazepaq','brand_name:_restoril','temaze_am','temaze_pm','remazepam','temazepam_medicine','tiazepam','temaze_pills','temazépam','demazepam','temazapin','temazeam','tamazapan','temacepam','tomazipam','seresta','7-chloro-1,3-dihydro-3-hydroxy-5-phenyl-2h-1,4-benzodiazepin-2-one','temazed','temazing','tamapam','tamazepam','tem_only','temazepal','temazein','temapan','temazeppam','temszepam','temazipan','tempepam','temazen','temmies','temmie_pills','temazapans'
lorazepam	DB00186	True	'loraz','lorazem','lorazine','lorazepan','lorazepane','lorazepamum','ativan','lorazapem','lorazepin','orfidal','azepam','calmpam','lorapazam','lorpazam','lorapam','loripam','lorzepam','niravam','lorazolam','lorametazepam','lorazepam_tablets','lorazepam_injection','lorzepram','loracepam','lorapepam','loropam','lorzapam','lorazapine','lorzepams','lorzeapam','lorazepams','lorazipam','lorazopam','lorpam','lorprazolam','ativans','alazapam','lorapram','lorasepam','loraspam','lorazepam','lorazep','lorazapam','benzodiazepines','lorazepam's','larazepam','lirazepam','lorabenz','lorazep-am','lorzapams','tranqipam','lopazepam','lorazepom','lorazepoam','lorazepum','orazepam','razepam','lorazan','lorazepans','lorazapans','lorasapam','loraxepam','lorazapan','lorabid','artivan','lorazepine','lorazeapam','lrazepam','lorapazem','lotazepam','loraepam','lorazpam','serax','loazepam','lorazipams','lorezapam','lorivan','lorazam','lorazapran','anxiar','ativaner','loradepam','lorzepan','lorazepalm','loraze','lazaropam','lorajepam','lorapaam','lolazepam','apo-lorazepam','lorazapam's','lorazapams'','anxiedin','lorazepham','lorazepam_intensol','lorapezam','lorazeapm','lorazopram','loramzepam','laprazolam','lorazeepam','lororpam','prosom','temesta','lorsedal','serepax','lorsapam','lorapham','lorazapams','loranzepam','lorazeparm','lorazepram','lorazepa','loraxapam','ozepam','lorazel','lorazepame','lorazepe','lorazepam-2-propanol','lorazepam_pills','lorapams','lorazepal','lorazapram','lofazepam','lorazepam_injectable','adumbran','lovazepam','lazepam','lorazepamer','ativan1','ativan_lorazepam','lorabens','lorazepamin','lorazepam_medication','lorazepam_drug','loraze_pam','lorazes','lorezepam','larazepan','lorazepam_anxiety','lorazepam_dosage','lorazepam_side_effects','lorazepam_withdrawal','lorazepam_uses','lorazepam_generic','lorazepam_1_mg','lorazapen','lozepam','lorazepam_mylan','lorazene','ativanx','lorazepran','lorazepamet','loraza','loprazepam','lorazape','lorazapane','loraazepam','loorazepam','lorzam','lawazepam','lazarapam','lorbamate','loprazalam','lorazepam_injections','lor_a_zepam','nu-loraz','lorazepami','lorazepamu','lonazepam','lora-zep','lora-zepam','lorazepman','lorazapin','lerazepam','lozapam','lorazepam_oxazepam','lorazetam','lorazipram'
phentermine	DB00191	False	'phentremine','ionamin','adipex','pro-fast','plegine','lomaira','phentabz','phentamine','phentramin','reductil','anorectant_no._10','phentrol','thermogenic_agent','didrex','appetite_suppressant','diet_drug','fentermines','fenteramine','fhetermine','fentermine','fen-phen','phentrazine','suprenza','phendimetrazine_tartrate','oby-trim','anorexigenic','obestin','adipex-p','teramine','anorectant','weight_loss_medication','hunger_suppression','lonamin','pro-_fast','obestin-30','phentercot','reductils','phentrazamine','anorectant_no.1','phentemine','gate_pharmaceuticals','kvk-tech','weight_control_centers_of_america','phentamines','diet_pills','no_hungry','phen-q','phenq','appetitie_supressant','suppresses_appetite','obestat','qsymia','duromine','anorex-sr','obephen','phentermine_hydrochloride','fastin-xr','zantryl','topiramate/phentermine','pentamine','phentride','weight_loss_drug','tenuate','anorectics','phendermine','phentermene','phentermin','phentermone','phenyl-tertiary-butyl_amine','obenix','qnexa','bontril','anorectant_no.10','sentis','phenphentermine','appetite_suppressants','weight_loss_drugs','fat_burning_drugs','adipexes','phentamin','phentermeen','pheteramine','osymia','qysmia','amfepramone','phentermine/topiramate','phentrimine','weight-loss_drug','phentramin-d','phentermine','phentermax','anti-obesity_drug','weight_loss_pills','anoretic','metermine','phentercot-l','phentamine_hydrochloride','phen-ter-mi-ne','fentermin','diethylproprion','pentorex','mazanor','fen_phen','atti-plex_p','lollipop_diet','phentrol-d','t-diet','weight_loss_clinic','phentaramine','prelu-2','phentermina','phentemin','phentomine','fentermina','fentermene','phentarmine','p-hydroxy-phentermine','weight_loss_congratulated','phentrazines','fenamin','diet','anorexiant','pondimin','pro-fasths','terrmine','diet_pill','phentrol-x','axiom','pentremine','phenteramin','phentimine','pro-fast_hs','anfepramone','an_appetite_suppressant','5-htp','phentremines','anorectant_no.17','hydroxytryptophan','anfepramona','anorectant_no.','pro-pher','pheterminology','phetermine','dietrine','benzphenamine','phentrams','phents','hunger_controller','obesity_medication','fentermimes','tertiary_amine','pheteramines','phen-fen','isphentermine','pink_phentrol','phentramine','phentremen','furomine','phentarmin','phentermiene','phethamine','acxion','phetermine_hydrochloride','phetermime','penthermine','phentermiine','phen375','-)-n,α-dimethylphenethylamine','phentremene','phentmine','redusa','phen_caps','phenteret','phentrin','lorqess','appetite_suppresant','phentemines','supenza','fenphen','products_containing_phentermine','topiramate-phentermine','phentermine-topiramate','phenteremine','panbesy','hunger_suppressant','diethylpropion_hydrochloride','anorectant_no._3','phentermine_resin','duromines','sibutramin','weight_loss','phen','phentermines','mephentermine_hydrochloride','phentermine_bromide','phentermine_hcl','anorectic_agent','phentarmines','phentermine_sulphate','phenturmine','penteramine','anti-obesity_medication','cravings_suppressant','obesity_drug','speed_for_weight_loss','marketed_as_fastin,_ionamin,_and_adipex-p','phermine','phetermin','l_phentermine','phetermaine','phetermines','black_beauties','phentermine_sulfate','phentermine_tartrate','phentermine_phosphate','phentermine_hci','weight_loss_pill','phenpro','l_phenyl-tertiary-butylamine','phenterminum','phentertmine','satiety_drugs','phetermine_sulfate','bontril_pdm','tenuate_dospan','phent','anorectant_no.3','phenteramine','reduced_appetite','anorectant_no._2','vicon_and_obephen','pentermine','phendiet','weightloss_drug','meta-chlorophentermine','2-methylphentermine','4-methylphentermine','phehtermine','hunger_pangs','curb_your_appetite','panshape_m','phertermine','d-phentermine','l-phentermine','p-phenyl-tert-butyl_amine','phentrene','phentertine','phen_fen','phent_picked','ionamine','phentermine_salt','apidex','phentromine','some_other_diet_pill','pherntermine','fentarmine','obephens','phenermine','fen-ter-meen','hunger_caps','phentramines','super_obenix','weight_loss_medicines','phentremins','phentirmen'
sufentanil	DB00708	False	'sufentanil_citrate','fentanyl_sufentanil','sufentanyl_citrate','sufentanila','sufentanil_sulfate','sufentyl','fentanyl,_sufentanil','sufentanyl_hydrochloride','sufentanyl','sufentanyl_analog','ultiva','sufenta-nil','sufenta_nil','sufentanilum','entanil','sufentail','sufentane','short_acting_fentanyl','sufentanil_hydrochloride','sufenta','sufentynal','sufenta_kit','sufenta_injectable','sufenta_tablet','sufentana','sufentanyl_derivative','sufentan','sulfentanil','sufent','sfnt','fentanyl_sufenta','sufentani','sufenta_drugs','sufentanil_injectable','sufentanil_tablets','sufentanil_medication','sufentanyl_patch','sufentanil_fentanyl','sufentanile','sufentanyl_acetate','sufentanyl_tartrate','sufenta_pills','sufenta_injections','sufenta_tablets','sufenta_iv','sufenta®ultracet®','sufentanl','sufentnyl','equivalent_of_sufentanil','sufentanol','sufentanilo','short-acting_fentanyl','sufentanyl_anhydrous','sufentanyl_dihydrate','sufentanyl_monohydrate','trans-sufentanil','sufentas','fentanyl_sufent','fentanyl_sufentanyl','sufenta_drug','sufenta_medication','sufentanil_drug','sufentanyl_analgesic','(±)-sufentanil','sufentin','sufentanill','fentanyl-sufentanil','sufenta_u.s.p.','sufenta-50','sufental','sufentanols','sufentanyl_sulfate','sufentayl','sufentanyl_tonate','sufentanyl_analogue','sufentanyl-based_medication','sufentanyl-related_drug','sefentanil','succinyl_fentanyl','sufentanil_analog','sufentamyl','sufentanyl_turbo','sufentanyl_short','sufentanil_tartrate','sufentanul','sufenta_pico','sufentanilet','sufentanillate','sofenta','sufentanyl_an','sufenta_iii','sufenta-3','sufenta-4','sufenta-5','sufendil','sufenil','sufentanyl-l','sufenta_fentanyl','sufent_fentanyl_analog','sufentanyl_oxide','sefenta','sufentil','sufenta_product','sufent,_sufentanil_citrate','medication_sufentanil','sufentanyl_iv','sufentynl','para-fluorofentanyl','sufentanil_injection','transdermal_sufentanyl','sufentanyl_lozenge','sufentanyl_lollipop','sublingual_sufentanyl','sufentanyl_drug','sufentanyl_medication','sufentanyl_pill','sufentinel','sufentanyl_hexanitrate','fentanyl,_sufentanyl','sufentnil','sufentanili','sufentanil_derivative','fentanyl/sufentanil','sufentanil_compound','sufentanyl-hexanediol','sufentanyl_pills','sufentanyl_chloride','sufentanyl_product','short-acting_opioid','sufentanyl_hcl','sufentinil','sufentanil_patch'
methohexital	DB00474	False	'methohexitol','hexital','methoxyhexital','methohexital','methohexobarbital','methohexital_sodium','methohex','methohexitone','brevital','meth hex ital','methylhexital','brevital_sodium','methyl_hexital','ethohexital','brietal','phenallymal','methoxital','ethomidate','hexitone','short-acting_barbiturate','short_acting_barbiturate','mebumalum','hydroxymethohexital','mes_hexital','m-e-t-h-o-h-e-x-i-t-a-l','dom-methohexital','brivital','methohexy','methohexal','nu-methohex','methoctramine','http://www.drugs.com/mtm/methohexital.html','meth_hex','thohexital','hexobarbital_sodium','sodium_methohexital','metho-hex','short-acting_hypnotic','methhexital','salt_hexobarbital','methohexitalone','hexital-m'
triazolam	DB00897	False	'triazol_bonds','triasolam','triazol','triazolam_hydrochloride','triazepam','triaxolam','triazolam','trizolam','triazolopyridines','triazolones','pyrazolam','triazolam-zolpidem','triazolam-meprobamate','triazolum','triazo','tri-az-o-lam','sleep_medications','triazolan','sleeping_pills','tiazolam','triazolin','triazoloam','quazepams','triozolam','teazepam','triazolams','restoril','triazolos','triazolo-','triazolom','triazolobenzodiazepines','tricions','tri_asolam','tri-azolo','triazolone','triazalam','triazoam','triazolem','sleep_medication','triazolo','traizolam','trazolam','sleep_aides','halcion','halicons','restorils','triazepan','triazoloms','triazolam_oxide','alcions','halazolam','tiazol','fenazolam','triazopam','temazepams','triazum','triazot','triazolam_ring','triazolamide','triazolam-3-propanoate','stilnoxs','rohypnol-2','triclazole','hali-con','triazolof','terazolam','songar','tazepam','halcions','triazolam_tablets','triazolam_pills','triazolam_capsules','triazo-lam','triazolans','triazolblue','insomnia_medication','trilaam','triazodon','ms_triazolam','temazepan','trozolam','triazlam','trizalam','temazep','hypnotic_benzodiazepine','ing-substituted_benzodiazepine','triazolo-benzodiazepine','triazolums','triazos','8-methyl-6-phenyl-4h-s-triazolo[4,3-a][1,4]_benzodiazepine','triazepane','triazopan','triazoram','ring-opened_triazoles','triazolam_and_its_','triazolam_is_a','triazolam_belongs_to_a_class_of','triazolam_is_used_to','triazolam_may_be_habit','taking_triazolam_with_certain','triazolam_may_cause','triazolam_may_be','triazolam_may','triazolam_use','triazolam_medicine','triazolam_drug','sleep_aid','triazepams','triazolamb','hypnotic_triazolam','triazolam_only','loflazepates','riazolo','triazolon','triazolamin','tryzolam','triazolam's','pirazolam','hypnotized','triazol-am','tri-az-olam','sleep_aids','fluorazepam','priazolam','desmethyltriazolam','triazoloin','triazlopam','triazolames','triamzol','triazolamhydrochloride','sleep-inducing','tricolam','triazohm'
ketamine	DB01221	True	'dissociative','anaesthetic','ketalar','dissociative_anesthetic','katamine','ketamine_hydrochloride','cat_num','keta_4','k-hole','k','vitamin_k','keta-mine','keta-mime','nmda','ketaset','ketasol','dissociative_anesthesia','cat_tranquilliser','horse_tranq','special_k','kit_kat','ketaject','ketanest','keta','kat','dissociative_anaesthetic','ket','ketagel','keta_option','ndes','ketamist','katemine','dissociatives','ketam','ketazocine','ketavet','ketman','spravato','kemine','ketamin','ketaminas','kete','keetamine','ketolar','ketaflo','vetalar','ketanex','cat_valium','keta_linear','keta_hydrochloride','etamine','ketaminum','kitty_salt','anesthetic','nme','nmmda','super_k','nimetazepam','eticyclidine','tiletamine','keitamine','kitamine','keta-bzd','keta-pce','keta-ho','keta-coke','etomidat','ketaminol','keta-m','keta-mono','ketanome','ketmane','pecial_k','k-mine','ktemine','ketaamine','ketocaine','katimine','ketamine','kit','disociative_anesthetic','kt','ketacap','n-methyl-d-aspartate','n-mda','ketaemine','esketamina','ketanina','kataime','ketaime','kotamine','ketmin','quetamin','katomine','ktmne','veterinary_anesthetic','ketelar','ketamina','ketonal','kitkat','kitty','katimin','kitamin','catamin','ketarol','ketalar_sv','ketanest_s','ketocyclazocine','cetamina','kétamine','anesket','specials_k','quetamine','ketazine','pecial_k_','horse_tranquilizer','recreational_dissociative','ketaat','katamina','khole','kety','ketanime','psychedelic_drug','katamime','katanime','katamene','katamyne','ketafast','ketavet-fast','ketapain','r-enantiomer_of_ketamine','s-enantiomer_of_ketamine','(+)-ketamine','(-)-ketamine','ketaset_plus','keta-v','katamin','katamona','ketalex','psychedelics','horse_trank','trip_k','kektamine','nmda_antagonist','kitty_/_k-hole','keta-med','keta-vet','ketesse','rohypnol','ghb','ketmines','cetamine','special_k_','ketanserin_tartrate','(rs)-2-_(2-chlorophenyl)-2-_(methylamino)_cyclohexanone','(±)-2-(2-chlorophenyl)-2-(methylamino)cyclohexanone','la_ketamina','ketamino','ketamax','k_hole','quetamines','kit_kats','ketimine','quetamina','ketadex','kmax','keta_salt','keet','kate','ketamine_sulfate','ketamic','ketaplus','keta-','keta_m','k_trance','l-ketamine','catamine','getamine','letamine','metamine','netamine','petamine','qetamine','retamine','tetamine','uetamine','vetamine','xetamine','yetamine','zetamine','ketaemyne','ketamfetamine','ketapane','keta_dihydrochloride','nkat','psychedelic','ketimaine','ketamix','matamine','anesthetin','anesthesia','kitty_ki','keta-memantine','katamaine','katmine','ket_likeamine','keta_j','keta-j','ketlin','horse_tranquillizer','keta-pam','keta/mine','kefalin','(±)-2-(2-chlorophenyl)-2-(methylamino)cyclohexan-1-one','ket_side','brevital','domitor','adamantyl_ketamine','ketalone','katumin','bketamina','cat_tranquilizer','ketaamin','ketamyne','out-of-body','keta1','keta2','ketamins','ketazolam','kelamine','ketimin','speketamine','katamyn','anaesthetic_agent','ketacaine','ketin','keit','ket_of_worlds','ketanet','nmda_receptor','glutamate','hallucinogenic','tranq','racemic_ketamine','s(+)_ketamine','s(-)-ketamine','katamons','ketamyn','ketaminne','kietamine','k-holes','bumping','im_ketamin','keta_allowed','keta_2','keta_3','keta_x','keta_y','ketamor','kit_cat','ketomine','keamine','rophynol','arylcyclohexamines','cyclohexamines','katmin','ketames','disociative','calypsol','ketamides','2-(2-chlorophenyl)-2-(ethylamino)cyclohexan','ketemins','kitamina','ketatop','ktamin','k-gel','ketomidor','dissociative_disorder','chiral','catvalium','acting_as_an_anaesthetic','katamale','catamen','ketamine_hcl','nmdas','quaketamine','ktamine','ket_system','ketareset','ketadrip','ketarel','mk801','kelatine','ketanim','kateman','katamino','et_ketamine','ketamine_base','ketamites','happy_pill','super_acid','psychedelic_heroin','ketaamia','ketaam','bump','kataman','keteem','glutamatergic','quetamina_hydrochloride','cetamin','ketaset-s','kittamin','keタミン','ケタミン','ketaminob','ketasyn','ketapaine','ktm','keytamine','k_wik','ketofeen','kitor','kat’amine','n-methyl-d-aspartic_acid','k-land','ket_of_course','kitm','ketaminal','keta_oxide','2-(2-chlorophenyl)-2-(methylamino)cyclohexanone','quinolin-2-yl_ketamine','quinolinyl_ketamine','ketmiine','katmiine','ketafilm','keta-buprenorphine','black_market_special_k','keta_low','mket','ketay','dimethylamino_ketamine','n-methyl-d-aspartate_receptor_antagonist','ketaze','ketval'
phenobarbital	DB01174	False	'mephobarbital','pentobarbitone','pheneturide','phenobarbiturate','phentobarbital','quinalbarbitone','phenobarbitol','luminal','phenobarbal','phenobarbitones','phenobarbitals','nembutal','phenobarbitone','phenobarby','phenoxybarbital','phenobarb','barbitone','phénobarbitone','pheobarb','sodium_pentobarbital','barbita','barbituric_acid','phenallymal','phengold','phenobarbital_sodium','sodium_barbital','sodium_phenobarbital','thiopental_sodium','triclofos','phenobarbit','lumenol','amobarb','barbitones','methylphenobarbital','potassium_bromide','sodium_amytal','sodium_thiopental','metharbital','phenabarb','phenobarbitate','phenoxybarbitone','phenobarbate','barbituric_acid_derivative','phenoxybarbitol','pentobarbs','barbits','pentobarbitol','phenocarb','phenobarbitalum','phenobarital','phenylbarbituric_acid','henobarb','pheno','pentobarbiturate','luminal_sodium','phenyl-barbiturate','fenemal','alpha-ethyl-phenobarbital','solphen','phenylethylmalonic_acid','luminal_barbiturates','barbiturate_analogs','solfoton','secobarbitol','grand_mal','petit_mal','luminal_barbs','phénobarbital','phenylbarbitone','secobarbitone','henobarbitone','alphaphenobarbital','dexphenobarbital','lumenal_sulfoxide','phenobarbat','sodium_barb','hexobarbitals','phenylethylmalonamide','phenobarbil','lumental','heptobarbital','phenobarbital','lumnol','fenbital','dibarbitone','luminal_a','luminal_b','phenobar','barbituate','pheobarbitone','barbaral','phenylethylbarbiturate','liminal','mephenobarb','probarbital','phetharbital','phenocane','phenos','phenobamate','carbrital','epilepsy_medication','bezaldehyde','butylphenobarbital','phenemal','hexobarbitol','t-barb','phenobarbitalate','sodium_amobarbital','antiepileptic','barbiturate_of_soda','phenobarbitone_sodium','sodium_barbiturate','pheneturides','phenylbarbiturates','phenobarbiturics','phenobarbiturate_sodium','phenocoll','phenylbarbiturate','phenobarbyl','pheno-barb','phenobarb_butalbital','obarbital','phentobarb','para-luminal','post-luminal','amytal','fenobar','barbit1','barbit2','barbit3','barbit4','phenobarbiton','phenobarbitonum','phenobarbitrate','phenobarbito','phenobarbalone','pentothal','phenibarbital','phenylethylbarbituric_acid','pheobarbital','deoxybarbiturate','lumenal','pba','phenyl-substituted_barbiturates','phenolphthalein_barbiturate','belladonna_alkaloids','malonate','bibarbital','phenobarbitonic_acid','фенобарбитал','phenob','penthotal','phenobarbitos','phenobarbing','ephenobarbital','phenyl_or_barbiturate_drugs','first-generation_barbiturate','fenobarb','phenobarbi','phenobarbitale','fenobarbital','tobarbital','choleretic','phenobarbytal'
